Sara Loren	Living people, Pakistani movie actors
Katpana Desert	Deserts of Pakistan
Institut supérieur de l'automobile et des transports	Technical colleges and universities in France, 1991 establishments in France
Phantasmagoria	Theatres, Movies
Édouard Ferrand	1965 births, 2018 deaths, Cancer deaths in France, MEPs for France, People from Lyon
Ole Thestrup	1948 births, 2018 deaths, Deaths from lung cancer, Danish movie actors, Danish television actors, Danish stage actors
Yukiaki Okabe	1941 births, 2018 deaths, Deaths from pneumonia, Japanese Olympic bronze medalists, Japanese swimmers
Rolf Schafstall	1937 births, 2018 deaths, German footballers
Erwin de Vries	1929 births, 2018 deaths, Deaths from respiratory failure, Surinamese people, Painters, Sculptors
Wood-Ridge, New Jersey	Boroughs in New Jersey
Joanne (song)	2018 songs, Lady Gaga songs, Pop ballads
Disney's Magical Express	Bus transport
Roveredo, Graubünden	Municipalities of Graubünden
Tu Sooraj Main, Saanjh Piyaji	Indian television series
Meri Durga	Indian television series
Ravi Town	Towns in Lahore
Barys Kit	1910 births, 2018 deaths, Deaths from pneumonia, Naturalized citizens of the United States, Belarusian people, American mathematicians, American physicists, American centenarians
Dennis Edwards	1943 births, 2018 deaths, Deaths from meningitis, Deaths from stroke, Disease-related deaths in Chicago, Illinois, American R&B singers, American R&B musicians, American soul musicians, People from Fairfield, Alabama, Singers from Alabama, Musicians from Alabama
William J. Hughes	1932 births, 2019 deaths, United States representatives from New Jersey, Ambassadors of the United States, US Democratic Party politicians
Bill Pascrell	1937 births, Living people, United States representatives from New Jersey, American mayors, American Roman Catholics, People from Paterson, New Jersey, US Democratic Party politicians
Samanabad	Towns in Lahore
Anatoly Glushenkov	1942 births, 2018 deaths, Russian politicians
Károly Palotai	1935 births, 2018 deaths, Deaths from stroke, Hungarian footballers, Olympic gold medalists, Referees
Miguel León-Portilla	1926 births, 2019 deaths, Mexican historians, Philosophers, Mexican anthropologists, Writers from Mexico City
Hazar Khan Bijarani	1946 births, 2018 deaths, Suicides by firearm, Politicians who committed suicide, Murderers who committed suicide, Pakistani politicians
Flag of Nicaragua	National flags, Nicaragua
Riquewihr	Communes in Haut-Rhin
Synthetic division	Algebra
Elizabeth Schuyler Hamilton	1757 births, 1854 deaths, American philanthropists, Socialites, People from Albany, New York, Slavers
Hukum Singh	1938 births, 2018 deaths, Deaths from respiratory arrest, Disease-related deaths in India, Politicians from Uttar Pradesh
Rolf Zacher	1941 births, 2018 deaths, Deaths from COPD, Disease-related deaths in Germany, German movie actors, German television actors, German stage actors, Actors from Berlin
William Joseph Bauer	1926 births, Living people, American judges, DePaul University alumni, Politicians from Chicago
Everett McKinley Dirksen United States Courthouse	1964 establishments in the United States, 1960s establishments in Illinois
Diane Wood	1950 births, Living people, American judges, American educators, Politicians from Chicago, Politicians from New Jersey, People from Hinsdale, Illinois, People from Plainfield, New Jersey, Women judges
United States Court of Appeals for the Seventh Circuit	United States courts of appeals, Government of Illinois, 1869 establishments in the United States, 1860s establishments in Illinois
Samsung Galaxy S7	Samsung mobile phones, Mobile phones released in 2016
Samsung Galaxy S8	Samsung mobile phones, Mobile phones released in 2017, Mobile phones with 4K video recording
Robert J. Shiller	1946 births, Living people, American educators, American economists, Scientists from Detroit, Michigan, Writers from Detroit, Michigan, People from Kalamazoo, Michigan, Yale University faculty
Greektown, Chicago	Neighborhoods in Chicago
Aligarh	Cities and towns in Uttar Pradesh
Mainpuri district	Districts of Uttar Pradesh
Aligarh district	Districts of Uttar Pradesh
Duty	Ethics
Bonaire national football team	National football teams, Football in the Netherlands, Bonaire
Vatican City national football team	National football teams, Vatican City
Mesocco	Municipalities of Graubünden
Soazza	Municipalities of Graubünden
Automobile Dacia	Automobile companies, 1966 establishments in Europe, 20th century establishments in Romania
Roderen	Communes in Haut-Rhin
Flag of Honduras	National flags, Honduras
Flag of Syria	National flags, Syria
Ramzan Chhipa	Humanitarians, Living people, Asian philanthropists, Pakistani people
Subho Drishti	Indian television series, 2018 Indian television series debuts
Resham Jhapi	Indian television series, 2017 Indian television series debuts
Maaz ibn Jabal	Sahaba, Muslims
Navaid Aziz	Muslims, Religious leaders
Hadejia River	Rivers of Nigeria
Ogun River	Rivers of Nigeria
Lagos Lagoon	Geography of Nigeria, Bodies of water of Africa, Lagoons
Anupriya Kapoor	1991 births, Living people, Indian television actors
The Boring Company	American technology companies, Elon Musk
Flag of Jamaica	National flags, Jamaica, 1962 establishments in North America, 1960s establishments in Jamaica
Flag of Guatemala	National flags, Guatemala
Munich RE	Companies of Germany, Insurance companies, Munich, 1880 establishments in Europe, 1880s establishments in Germany
Chen Dixiu	Chinese communist politicians
Kim Yong-il	North Korean politicians
Omar Aggad	1927 births, 2018 deaths, Palestinian people, Saudi Arabian businesspeople, Asian philanthropists
Workers' Party of Korea	Political parties in Asia, 1949 establishments in Asia, Establishments in North Korea
Joseph Polchinski	1954 births, 2018 deaths, American physicists, Scientists from New York
Michael Harner	1929 births, 2018 deaths, American anthropologists, American historians, American educators, Writers from Washington, D.C.
Dirk Bernard Joseph Schouten	1923 births, 2018 deaths, Dutch academics, Dutch economists, Writers from Frankfurt
Margot Duhalde	1920 births, 2018 deaths, Aviators, Chilean businesspeople, World War II people
Alan Baker (mathematician)	1939 births, 2018 deaths, Fields Medalists, British educators, English mathematicians
Wojciech Pokora	1934 births, 2018 deaths, Deaths from stroke, Polish movie actors, Polish television actors, Entertainers from Warsaw
Séamus Pattison	1936 births, 2018 deaths, Deaths from Parkinson's disease, Irish politicians
Edwin Jackson (American football)	1991 births, 2018 deaths, Road accident deaths in the United States, Arizona Cardinals players, Indianapolis Colts players, Sportspeople from Atlanta, Georgia
Abigail Kinoiki Kekaulike Kawānanakoa	1926 births, Living people, American philanthropists, American adoptees, Princes and princesses, Lesbians, People from Honolulu
Chaghcharan District	Districts of Afghanistan
Shalimar, Lahore	Towns in Lahore
Imam Bukhari	Muslims, History of Islam, Hadith scholars
Ali ibn Husayn	Muslims, History of Islam, Islamic religious leaders
Etah district	Districts of Uttar Pradesh
Etah	Cities and towns in Uttar Pradesh
Lauri Love	1984 births, Living people, Extradition
Balloonfest '86	Events in the United States, 1986 in the United States, 20th century in Cleveland, Ohio, 1980s in Ohio
Sahi al-Bukhari	Hadith Books
The Hateful Eight	2015 movies, 2010s western movies, American western movies, English-language movies, Movies composed by Ennio Morricone, Movies directed by Quentin Tarantino
Bounty hunter	Law enforcement occupations
Geri and Freki	Norse mythology, Fictional animals
Martin Grüner	1929 births, 2018 deaths, German politicians
Jao Tsung-I	1917 births, 2018 deaths, Centenarians, Chinese writers, Chinese painters, Chinese historians
Joe Knollenberg	1933 births, 2018 deaths, Deaths from Alzheimer's disease, Disease-related deaths in Michigan, United States representatives from Michigan, Politicians from Illinois, US Republican Party politicians, 20th-century American politicians, 21st-century American politicians
Madavoor Vasudevan Nair	1929 births, 2018 deaths, Deaths from multiple organ failure, Indian dancers
Cengage Learning	Companies based in Massachusetts, Boston, Massachusetts
Sahi Muslim	Hadith Books
Nezapir	Villages in Pakistan, Azad Kashmir
Al-Baqir	Muslims, History of Islam
Tamil Nadu Premier League	Cricket leagues, Tamil Nadu, Cricket in India, 2016 establishments in India
Majursahi	Pages created with the Article Wizard from 2018,  Villages in Kalahandi district
Flag of Indonesia	National flags, Indonesia
Madonna of Bruges	Art by Michelangelo
Mickey Jones	1941 births, 2018 deaths, American drummers, American movie actors, American television actors, American voice actors, Actors from Houston, Texas, Musicians from Houston, Texas
Liliana Bodoc	1958 births, 2018 deaths, Argentine writers, Science fiction writers, People from Buenos Aires
Văn Tiến Dũng	Vietnamese military people, Vietnamese politicians
Cung Le	Living people
Sea Peoples	Ancient Egypt, Mesopotamia, Archaeology
Adenstedt	Former municipalities in Lower Saxony
Badenhausen	Former municipalities in Lower Saxony
John Perry Barlow	1947 births, 2018 deaths, Deaths from myocardial infarction, Cardiovascular disease deaths in California, American political activists, American essayists, Lyricists, American educators, Writers from Wyoming, American bloggers
Dale Dye	1944 births, Living people, American movie actors, American television actors, American voice actors, American video game actors, American radio personalities, American military personnel of the Vietnam War, Actors from Missouri, Writers from Missouri
John Ross (Cherokee chief)	1790 births, 1866 deaths
Optic tract	Anatomy of the brain, Vision
Vaginal lubrication	female reproductive system, Sexuality
Min Won-sik	1886 births, 1921 deaths, Korean activists, South Korean politicians, Autobiographers
Israr Ahmad	1932 births, 2010 deaths, Punjabi people, Pakistani people, Philosophers, Muslims, Activists, Religious people, Theologians
Rishton Ka Chakravyuh	Indian television series
Pat Torpey	1953 births, 2018 deaths, Deaths from Parkinson's disease, American rock drummers, Musicians from Cleveland, Ohio, Singers from Cleveland, Ohio
Nabi Şensoy	1945 births, 2018 deaths, Turkish politicians, Ambassadors of Turkey
Maithili cinema	Cinema of India
Zakir Naik	1965 births, Living people, Indian religious leaders, Muslims, People from Mumbai
Jafar ibn Muhammad	Muslims, History of Islam
History of pizza	Italian food
Ebony Reigns	1997 births, 2018 deaths, Road accident deaths, Ghanaian people, Singers
Lovebug Starski	1960 births, 2018 deaths, Deaths from myocardial infarction, American DJs, American rap musicians from New York, American hip hop musicians, American record producers, Musicians from New York City
Nebojša Glogovac	1969 births, 2018 deaths, Deaths from brain cancer, Movie actors, Serbian actors, Television actors, Voice actors
J. Bob Traxler	1931 births, 2019 deaths, United States representatives from Michigan, American lawyers, US Democratic Party politicians
Ron de Lugo	1930 births, 2020 deaths, United States representatives, Puerto Rican people, Politicians from New Jersey, People from Englewood, New Jersey, US Democratic Party politicians
