William Dampier	1651 births, 1715 deaths, English explorers, People from Somerset
Wilbur Ross	1937 births, Living people, Businesspeople from New Jersey, Politicians from New Jersey, American billionaires, United States Secretaries of Commerce, US Republican Party politicians
Elaine Chao	1953 births, Living people, Harvard University alumni, Naturalized citizens of the United States, Politicians from Kentucky, Businesspeople from Kentucky, Taiwanese businesspeople, United States Secretaries of Labor, United States Secretaries of Transportation, US Republican Party politicians
Tom Price	1954 births, Living people, American physicians, People from Dearborn, Michigan, People from Lansing, Michigan, Politicians from Michigan, United States representatives from Georgia, United States Secretaries of Health and Human Services, US Republican Party politicians
James Mattis	1950 births, Living people, American generals, Independent politicians in the United States, Politicians from Washington, United States Secretaries of Defense
Bernardo Bertolucci	1940 births, 2018 deaths, Deaths from lung cancer, Italian movie directors, Italian screenwriters, People from Emilia-Romagna
Giuseppe Caselli	1893 births, 1976 deaths, Italian painters
Sultan Rahi	1938 births, 1996 deaths, Cinema of Pakistan, Pakistani movie actors, Movie producers, Pakistani people, Punjabi people, People from Uttar Pradesh
Madurai Meenakshi Amman temple	Hinduism, Madurai district
2015 South Indian floods	2015 disasters in Asia, 2015 in India, 2010s floods, Andhra Pradesh, December events, Floods in India, November 2015 events, Tamil Nadu
Cuddalore	Cuddalore district
Adyar River	Chennai District, Rivers of Tamil Nadu
Cooum River	Rivers of Tamil Nadu, Chennai District
Hugues Quiéret	1290 births, 1340 deaths, French military people, Hundred Years' War
Hamamatsu festival	Japanese culture, Festivals in Asia, 1558 establishments, 16th century establishments in Japan, May events
Wat Yai Chai Mongkhon	Buddhist temples in Thailand
Hyeokgeose	Korea, History of Korea, 69 BC births
Selenocysteine	Amino acids
Hohtenn	Former municipalities of Valais, Villages in Valais
Kippel	Municipalities of Valais
Animal track	Zoology
Congress of the Confederate States	Confederate States of America
The Bridge (poem)	Epic poems
Postal codes in Switzerland and Liechtenstein	Switzerland-related lists, Liechtenstein, Postal codes
Nendeln	Villages in Liechtenstein
Schaanwald	Villages in Liechtenstein
Connor McDavid	1997 births, Art Ross Trophy winners, Canadian ice hockey centres, Edmonton Oilers players, Hart Memorial Trophy winners, Ice hockey people from Ontario, Living people, Ontario Hockey League players
American Eskimo Dog	Dog breeds
Machalilla National Park	National parks in South America, Geography of Ecuador
Street cricket	Cricket
Synchronized diving	Diving, Summer Olympic sports
TWA Flight 800	Aviation disasters in the United States, 1996 in the United States, Accidental deaths, Aviation disasters in the 1990s, 1990s in New York (state), Conspiracy theories
Arrondissements of the Haute-Marne department	Arrondissements of France
Arrondissements of the Marne department	Arrondissements of France
2016 Oakland warehouse fire	2016 disasters, 2016 in California, 2010s fires, December 2016 events, Fires in the United States, Oakland, California
Arrondissement of Châlons-en-Champagne	Arrondissements of France
Arrondissement of Épernay	Arrondissements of France
Arrondissement of Reims	Arrondissements of France
Vaganova Ballet Academy	Ballet companies
Kishiwada Danjiri Festival	Festivals in Asia
Alissa White-Gluz	1985 births, Living people, Canadian singers
UEFA Euro 2016 squads	UEFA Euro 2016 players
Arrondissement of Vitry-le-François	Arrondissements of France
Arrondissement of Sainte-Menehould	Arrondissements of France
Multiplication table	Mathematics
Magistrate	Law occupations, Judges
Arrondissement of Chaumont	Arrondissements of France
Arrondissement of Langres	Arrondissements of France
Arrondissement of Saint-Dizier	Arrondissements of France
Herod the Great	Kings and queens, Jerusalem, 4 BC
Linus Sebastian	YouTube
1824 United States presidential election	1824 in the United States, United States presidential elections
Wigan Warriors	Rugby
Super League	Rugby
Nissan Navara	Nissan automobiles, 1990s automobiles, 2000s automobiles, 2010s automobiles
Andrew Puzder	1950 births, Living people, Businesspeople from Cleveland, Ohio, Businesspeople from Tennessee, Politicians from Cleveland, Ohio, Politicians from Tennessee, US Republican Party politicians
Joseph Mascolo	1929 births, 2016 deaths, Deaths from Alzheimer's disease, American movie actors, American television actors, Musicians from Connecticut, Actors from Connecticut, People from West Hartford, Connecticut
Associação Chapecoense de Futebol	Brazilian football clubs, 1976 establishments in Brazil
Virtual reality	Computer graphics, Electronics
Martisberg	Former municipalities of Valais
Mörel, Switzerland	Former municipalities of Valais
Bettmeralp	2014 establishments in Switzerland, Ski areas and resorts in Switzerland, Municipalities of Valais, Villages in Valais
Vincent Laforet	Living people, American movie directors, American photographers, 1975 births
Associação Atlética Ponte Preta	Brazilian football clubs
Clube Náutico Capibaribe	Brazilian football clubs, Recife, 1931 establishments in Brazil
Raising Hope	American sitcoms, 2010s American television series, 2010 American television series debuts, English-language television programs
Citropsis articulata	Citrus
Mannheim Steamroller	Rock bands, 1970s American music groups, 1980s American music groups, 1990s American music groups, 2000s American music groups, 2010s American music groups
Christmas music	Christmas music
Ta Moko	Maori, Body art
Sekkizhar	Indian poets
Turkish Airlines Flight 981	1974 in Europe, 20th century in France, Aviation disasters in Europe, Aviation disasters in the 1970s, Hauts-de-France, March events
Cuttack	India, Cities in India
Deomali (mountain)	Mountains of India
Danish Football Association	1889 establishments in Europe
Mörel-Filet	2009 establishments in Switzerland, Municipalities of Valais
Niedergesteln	Municipalities of Valais
Tryptophan	Amino acids
Saint-Dizier	Communes in Haute-Marne, Subprefectures in France
Adam Ries	German mathematicians
Robot lawyer	Artificial intelligence, Law
Cheryl	Given names
Al-Masih ad-Dajjal	Islam, Mythology
Australian impact structure	Impact craters, Geography of Australia
Azerbaijan Red Crescent Society	Red Cross, Baku, Charities, 1920 establishments in Azerbaijan
Shoemaker crater	Impact craters, Geography of Western Australia
Immortals (2011 movie)	2011 movies, Movies based on Greek and Roman mythology
Capital asset pricing model	Economics
Wisconsin in the American Civil War	American Civil War, 19th century in Wisconsin
John Howard Northrop	1891 births, 1987 deaths, American biochemists, American Nobel Prize winners, Nobel Prize in Chemistry winners
California in the American Civil War	American Civil War, 19th century in California
Quassel	IRC clients
Palisade cell	Plant anatomy, Plant physiology
Extermination through labor	The Holocaust
GN-z11	Galaxies
Konversation	IRC clients
Lagerordnung	The Holocaust
Guanacaste	Fabaceae, Trees
Rex Tillerson	1952 births, Living people, Businesspeople from Texas, Politicians from Texas, United States Secretaries of State, US Republican Party politicians, 21st-century American politicians, People from Irving, Texas
John F. Kelly	1950 births, Living people, American military people, White House Chiefs of Staff, United States Secretaries of Homeland Security, Politicians from Boston, Massachusetts, Independent politicians in the United States
Scott Pruitt	1968 births, Living people, Administrators of the United States Environmental Protection Agency, American lawyers, Politicians from Kentucky, Politicians from Oklahoma, US Republican Party politicians, State legislators of the United States
Linda McMahon	1948 births, Living people, Businesspeople from North Carolina, Businesspeople from Connecticut, Administrators of the Small Business Administration, Politicians from North Carolina, Politicians from Connecticut, US Republican Party politicians
Azerbaijan State Symphony Orchestra	Orchestras, 1920 establishments in Azerbaijan, Azerbaijani culture
Diana Lynn	Actors from Los Angeles, California, American movie actors, American stage actors, American television actors, Deaths from stroke, 1926 births, 1971 deaths
Jason Kander	1981 births, Living people, Politicians from Kansas, Politicians from Missouri, US Democratic Party politicians, State legislators of the United States
John Neely Kennedy	1951 births, Living people, United States senators from Louisiana, Politicians from Mississippi, US Republican Party politicians
Sun of May	National symbols
Peter van Straaten	1935 births, 2016 deaths, Cartoonists, Comics artists, Dutch artists, People from Amsterdam, People from Arnhem, Writers from Gelderland
Alan Thicke	1947 births, 2016 deaths, Actors from Ontario, Canadian movie actors, Canadian songwriters, Canadian television actors, Canadian television presenters, Cardiovascular disease deaths in Los Angeles County, California, Deaths from aortic dissection, Writers from Ontario
Jewish diaspora	Jewish history
Shirley Hazzard	1931 births, 2016 deaths, Deaths from dementia, Naturalized citizens of the United States, Writers from Sydney
Frederick Wiseman	1930 births, Living people, American movie directors, American historians, Writers from Boston, Massachusetts
Anne V. Coates	Academy Award winners, BAFTA Award winners, 1925 births, 2018 deaths, British movie editors, People from Surrey
David Somerset, 11th Duke of Beaufort	1928 births, 2017 deaths, People from Gloucestershire, British billionaires
Lester L. Wolff	1919 births, 2021 deaths, American centenarians, Jewish American politicians, Politicians from New York City, United States representatives from New York, US Democratic Party politicians
Field hockey at the 2012 Summer Olympics – Men's tournament	2012 Summer Olympics, Field hockey
Fisher-Price	Companies of the United States, 1920 establishments in the United States
Matchbox (brand)	Toys, 1930 establishments in the United States
Die-cast toy	Toys
West African Vodun	African traditional religions, Voodoo
Caaguazú Department	Departments of Paraguay
Ulisseia (epic poem)	Epic poems
Kevin Shinick	Actors from New York, American voice actors, American television producers, American television writers, 1969 births, Living people
Bill English	1961 births, Living people, Prime Ministers of New Zealand, Deputy Prime Ministers of New Zealand, Leaders of the Opposition (New Zealand)
Big data	Computing, Information, Statistics, Privacy
European Women's Handball Championship	Handball, Sport in Europe, 1994 establishments in Europe
Thirunallar Saniswaran temple	Hindu temples, Temples in India
Nagore	Nagapattinam district
Nellore	Settlements in Andhra Pradesh, Cities in India
Protologism	Language
Riederalp	Municipalities of Valais
Steg, Switzerland	Former municipalities of Valais
Tirupati	Settlements in Andhra Pradesh, Cities in India
Chittoor	Settlements in Andhra Pradesh, Cities in India
Ajmer	Settlements in Rajasthan, Cities in India
Arrondissements of the Aube department	Arrondissements of France
Arrondissement of Bar-sur-Aube	Arrondissements of France, Grand Est
Arrondissement of Nogent-sur-Seine	Arrondissements of France, Grand Est
