Kristen Dalton (Miss USA)	1986 births, Beauty pageant winners, Actors from North Carolina, Living people
Philip Tartaglia	1951 births, 2021 deaths, Deaths from the COVID-19 pandemic in the United Kingdom, Roman Catholic bishops, People from Glasgow
Maguito Vilela	1949 births, 2021 deaths, Deaths from the COVID-19 pandemic in Brazil, Brazilian politicians, Brazilian lawyers
Kathleen Heddle	1965 births, 2021 deaths, Deaths from breast cancer, Deaths from lymphoma, Canadian Olympic gold medalists, Canadian Olympic bronze medalists, Rowers, Sportspeople from British Columbia
Koiné language	Pidgins and creoles
European storm petrel	Birds of Europe, Procellariiformes
Stacey Plaskett	1966 births, African American politicians, US Democratic Party politicians, Politicians from Brooklyn, American lawyers, Living people
Lauriana Mae	1983 births, Singer-songwriters, Singers from New Jersey, American R&B singers, American pop singers, Living people
Marielle de Sarnez	1951 births, 2021 deaths, Deaths from leukemia, Politicians from Paris, MEPs for France, Former MEPs, Cancer deaths in France
Theodoros Mitras	1948 births, 2021 deaths, Greek politicians, Greek lawyers
Herbert Kroemer	1928 births, Living people, Naturalized citizens of the United States, German physicists, American physicists, People from Weimar
Jack Kilby	1923 births, 2005 deaths, Engineers from Missouri, American inventors, Scientists from Missouri, Scientists from Dallas, Texas, Cancer deaths in Texas
Daniel McFadden	1937 births, Living people, American economists, Scientists from North Carolina, People from Raleigh, North Carolina
James Heckman	1944 births, Living people, American economists, Scientists from Chicago
Gallant Journey	1946 movies, 1940s drama movies, American drama movies, Movies directed by William A. Wellman
Hideki Shirakawa	1936 births, Living people, Japanese chemists, Japanese engineers, Scientists from Tokyo
Alan J. Heeger	1936 births, Living people, American physicists, American chemists, American academics, Scientists from Iowa, People from Sioux City, Iowa
Code of the Samurai	PlayStation 2 games, PlayStation 2-only games, 2005 video games, Sega video games, Video games developed in Japan
Wolfgang Ketterle	1957 births, Living people, German physicists, People from Heidelberg
Carl Wieman	1951 births, Living people, American physicists, Scientists from Oregon
Anthony James Leggett	1938 births, Living people, British physicists, Scientists from London
Elfriede Jelinek	1946 births, Living people, Austrian playwrights, Novelists
David Gross	1941 births, Living people, American physicists, Scientists from Washington, D.C.
Philip III of France	Kings and Queens of France
Hugh David Politzer	1949 births, Living people, American physicists, Scientists from New York City
Frank Wilczek	1951 births, Living people, American physicists, Scientists from New York, American mathematicians
John L. Hall	1934 births, Living people, American physicists, Scientists from Denver, Colorado
Theodor W. Hänsch	1941 births, Living people, German physicists, People from Weimar
Tim Bogert	1944 births, 2021 deaths, American rock singers, American rock musicians, American blues singers, American blues musicians, American bass guitarists, Musicians from New York City, Singer-songwriters from New York City
Carmine Appice	1946 births, Living people, American rock drummers, American blues musicians, American heavy metal musicians, American heavy metal singers, American rock singers, American blues singers, Singer-songwriters from New York City, Musicians from New York City
Margo St. James	1937 births, 2021 deaths, American activists, Prostitutes, People from Washington, People from San Francisco
Makoto Kobayashi (physicist)	1944 births, Living people, Japanese physicists, Nagoya University alumni, Kyoto University faculty
Toshihide Maskawa	1940 births, 2021 deaths, Japanese physicists, Nagoya University alumni, Kyoto University faculty, Deaths from jaw cancer
Andre Geim	1958 births, Living people, Russian physicists, Dutch physicists, British physicists, People from Manchester
Konstantin Novoselov	1974 births, Living people, Russian physicists, British physicists
Saul Perlmutter	1959 births, Living people, American physicists, Scientists from Illinois, People from Champaign, Illinois
Adam Riess	1969 births, Living people, American physicists, Scientists from Washington, D.C.
Serge Haroche	1944 births, Living people, Moroccan scientists, French physicists, People from Casablanca
David J. Wineland	1944 births, Living people, American physicists, Scientists from Milwaukee, Wisconsin
Mo Yan	1955 births, Living people, Chinese novelists, Chinese Nobel Prize winners
Isamu Akasaki	1929 births, 2021 deaths, Deaths from pneumonia, Japanese physicists, Nagoya University alumni, Kyoto University alumni
Hiroshi Amano	1960 births, Living people, Japanese physicists, Japanese engineers, Japanese inventors, Nagoya University alumni
Shuji Nakamura	1954 births, Living people, Japanese scientists, American engineers, American inventors, Naturalized citizens of the United States
Patrick Modiano	1945 births, Living people, French novelists
Tunisian National Dialogue Quartet	Tunisia
Takaaki Kajita	1959 births, Living people, Japanese physicists, University of Tokyo alumni, University of Tokyo faculty
William C. Campbell (scientist)	1930 births, Living people, Irish scientists, American biologists, Naturalized citizens of the United States
Duncan Haldane	1951 births, Living people, British physicists, Slovenian scientists, Scientists from London
International Campaign to Abolish Nuclear Weapons	2007 establishments, Nuclear weapons
Peter Fenwick	1935 births, Living people, British scientists, British writers, Neuroscientists, Psychiatrists, Physiologists
Deathbed phenomena	Death
Devi Lal	1915 births, 2001 deaths, Indian Deputy Prime Ministers, Indian politicians, Indian National Congress politicians
Yashwantrao Chavan	1913 births, 1984 deaths, Indian politicians, Indian Deputy Prime Ministers, People of British India
Gilda	1946 movies, 1940s romance movies, American romantic drama movies, Argentine movies, Movies directed by Charles Vidor
Zayed bin Sultan Al Nahyan	1918 births, 2004 deaths, Presidents of the United Arab Emirates
Chicka Chicka 1, 2, 3	Children's books, Mathematics books
Continental philosophers	Continental philosophers, 19th century philosophers, 20th century philosophers, 21st century philosophers
Papurana supragrisea	Animals of Oceania, Frogs
2020–21 United States Senate election in Georgia	2020 United States Senate elections, 21st century in Georgia (U.S. state), 2021 elections
Echinococcosis	Diseases
Mulyadi Tamsir	1981 births, 2021 deaths, Aviation deaths, Indonesian activists, Indonesian politicians
Harold Bornstein	1947 births, 2021 deaths, Donald Trump, American physicians, Businesspeople from New York City
Oscar Rizzato	1928 births, 2021 deaths, Italian Roman Catholics, Roman Catholic bishops, Deaths from the COVID-19 pandemic in Italy
Mona Malm	1935 births, 2021 deaths, Swedish movie actors, Swedish television actors, Swedish stage actors, Actors from Stockholm
Mimi Pond	Living people, Year of birth missing (living people), American cartoonists, American television writers, American comics writers
I Am Cuba	1964 drama movies, Cuban movies, Russian movies, Soviet culture, Movies directed by Mikhail Kalatozov
John Ward (New Zealand cricketer)	1937 births, 2021 deaths, New Zealand cricketers
Mario Cecchini	1933 births, 2021 deaths, Italian Roman Catholics, Roman Catholic bishops, Deaths from the COVID-19 pandemic in Italy
Arcevia	Settlements in Marche
Moses Hamungole	1967 births, 2021 deaths, Zambian people, Roman Catholic bishops, Deaths from the COVID-19 pandemic
Gimax	1938 births, 2021 deaths, Italian racecar drivers, Sportspeople from Milan
Vincent Logan	1941 births, 2021 deaths, Scottish people, Roman Catholic bishops
Aleksandr Borisovich Nikitin	1961 births, 2021 deaths, Russian footballers, Soviet sportspeople, Russian football managers
Leonidas Pelekanakis	1962 births, 2021 deaths, Greek sportspeople, Sailors, Olympians, Deaths from the COVID-19 pandemic in Greece, People from Athens
Safwat El-Sherif	1933 births, 2021 deaths, Egyptian businesspeople, Egyptian politicians, Deaths from the COVID-19 pandemic in Egypt
Kenneth Mitchell (actor)	1974 births, Living people, Canadian movie actors, Canadian television actors, Canadian stage actors, Canadian voice actors, Actors from Toronto
Susan May Pratt	1974 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from Michigan, People from Lansing, Michigan
Charlotte, Michigan	Cities in Michigan, County seats in Michigan
Lansing, New York	Towns in New York
Lansing (village), New York	Villages in New York
Methuen, Massachusetts	Cities in Massachusetts
Saratoga, Texas	Unincorporated communities in Texas
Vidor, Texas	Cities in Texas
Robert Stroud	1890 births, 1963 deaths, American people convicted of manslaughter, American people convicted of murder, American people convicted of assault, People from Seattle, Washington, People from Metropolis, Illinois, Criminals from Illinois
State Information Service	Egypt
José Luis Caballero	1955 births, 2021 deaths, Mexican footballers, Sportspeople from Mexico City, Olympians
Sinikka Nopola	1953 births, 2021 deaths, Finnish writers, Journalists, Children's writers, People from Helsinki
Antonello da Messina	Italian painters, 1430s births, 1479 deaths
A Wicked Woman	1934 movies, 1930s drama movies, American drama movies, Movies based on books, MGM movies, Movies directed by Charles Brabin
The Return of October	1948 movies, 1940s comedy movies, American comedy movies, Movies directed by Joseph H. Lewis
Bernd Kannenberg	1942 births, 2021 deaths, German Olympic gold medalists, Competitors in athletics
Comic book convention	comics
Tadanobu Asano	Japanese actors, 1973 births
New Hope Club	British pop music groups
Shota Yasuda	Japanese actors, 1984 births
Ushiro Keisuke	Japanese people, Japanese sportspeople stubs
Takefusa Kubo	2001 births, Living people, Footballers from Kanagawa Prefecture, Japan international footballers, J1 League players, J3 League players, FC Tokyo players, FC Tokyo U-23 players, Yokohama F. Marinos players
